1, 355
2, 34
3, 16
4, 13
1, 325
1, 303
1, 43
1, 361
1, 343
1, 13
1, 14
1, 11
1, 25
1, 14
1, 15
1, 7
1, 7
1, 11
1, 7
1, 27
1, 7
1, 7
1, 8
1, 20
1, 9
1, 10
1, 11
1, 7
1, 28
1, 6
1, 10
1, 7
1, 11
1, 11
1, 13
1, 18
1, 6
1, 6
1, 14
1, 26
1, 9
1, 9
1, 17
1, 6
1, 6
1, 12
1, 5
1, 5
1, 5
1, 7
1, 12
1, 14
1, 2
1, 10
1, 15
1, 3
1, 5
1, 19
1, 4
1, 4
1, 9
1, 9
1, 5
1, 6
1, 7
1, 8
1, 7
1, 6
1, 4
1, 8
1, 10
1, 2
1, 3
1, 3
1, 14
1, 4
1, 4
1, 11
1, 3
1, 6
1, 7
1, 6
1, 4
1, 8
1, 10
1, 3
1, 8
1, 5
1, 3
1, 1
1, 2
1, 4
1, 14
1, 5
1, 5
1, 2
1, 10
1, 2
1, 4
1, 3
1, 6
1, 4
1, 3
1, 9
1, 8
1, 4
1, 4
1, 2
1, 287
1, 17
1, 14
1, 18
1, 10
1, 12
1, 23
1, 10
1, 9
1, 6
1, 5
1, 12
1, 8
1, 6
1, 4
1, 17
1, 9
1, 10
1, 7
1, 8
1, 8
1, 25
1, 7
1, 20
1, 8
1, 8
1, 8
1, 7
1, 14
1, 11
1, 11
1, 7
1, 4
1, 8
1, 5
1, 16
1, 7
1, 12
1, 8
1, 4
1, 7
1, 4
1, 5
1, 5
1, 4
1, 3
1, 7
1, 5
1, 9
1, 6
1, 16
1, 10
1, 8
1, 7
1, 6
1, 5
1, 9
1, 9
1, 9
1, 12
1, 18
1, 13
1, 6
1, 8
1, 4
1, 23
1, 6
1, 5
1, 6
1, 5
1, 12
1, 4
1, 4
1, 4
1, 4
1, 3
1, 10
1, 4
1, 3
1, 5
1, 10
1, 3
1, 4
1, 6
1, 5
1, 5
1, 9
1, 3
1, 5
1, 5
1, 7
1, 5
1, 4
1, 3
1, 13
1, 9
1, 6
1, 3
1, 6
1, 4
1, 333
1, 26
1, 8
1, 13
1, 13
1, 23
1, 9
1, 13
1, 23
1, 13
1, 9
1, 7
1, 8
1, 7
1, 10
1, 6
1, 8
1, 8
1, 10
1, 18
1, 6
1, 20
1, 5
1, 6
1, 6
1, 10
1, 8
1, 9
1, 6
1, 8
1, 6
1, 4
1, 13
1, 6
1, 6
1, 4
1, 5
1, 4
1, 3
1, 6
1, 4
1, 4
1, 4
1, 6
1, 8
1, 7
1, 6
1, 5
1, 8
1, 7
1, 7
1, 16
1, 7
1, 5
1, 7
1, 13
1, 5
1, 8
1, 4
1, 7
1, 9
1, 3
1, 8
1, 5
1, 4
1, 6
1, 4
1, 14
1, 6
1, 5
1, 5
1, 4
1, 5
1, 5
1, 9
1, 11
1, 7
1, 12
1, 10
1, 5
1, 4
1, 5
1, 6
1, 9
1, 8
1, 3
1, 5
1, 9
1, 4
1, 4
1, 6
1, 5
1, 3
1, 3
1, 6
1, 5
1, 2
1, 7
1, 2
1, 5
1, 321
1, 46
1, 18
1, 17
1, 18
1, 17
1, 18
1, 15
1, 20
1, 8
1, 7
1, 8
1, 11
1, 12
1, 14
1, 15
1, 14
1, 14
1, 23
1, 15
1, 8
1, 18
1, 14
1, 7
1, 14
1, 14
1, 9
1, 8
1, 7
1, 11
1, 8
1, 8
1, 7
1, 8
1, 11
1, 11
1, 6
1, 7
1, 6
1, 14
1, 6
1, 10
1, 7
1, 10
1, 9
1, 6
1, 7
1, 7
1, 10
1, 7
1, 6
1, 8
1, 10
1, 5
1, 12
1, 5
1, 5
1, 5
1, 7
1, 6
1, 8
1, 5
1, 4
1, 6
1, 5
1, 4
1, 4
1, 4
1, 5
1, 7
1, 7
1, 4
1, 5
1, 3
1, 4
1, 9
1, 4
1, 8
1, 4
1, 4
1, 7
1, 5
1, 8
1, 4
1, 4
1, 9
1, 6
1, 6
1, 4
1, 7
1, 6
1, 4
1, 4
1, 13
1, 6
1, 6
1, 7
1, 10
1, 9
1, 6
1, 323
1, 25
1, 14
1, 27
1, 22
1, 18
1, 14
1, 21
1, 17
1, 13
1, 20
1, 17
1, 19
1, 12
1, 13
1, 13
1, 10
1, 12
1, 12
1, 9
1, 14
1, 13
1, 10
1, 8
1, 11
1, 6
1, 11
1, 10
1, 11
1, 15
1, 12
1, 16
1, 11
1, 17
1, 10
1, 12
1, 11
1, 11
1, 15
1, 12
1, 8
1, 13
1, 15
1, 9
1, 7
1, 9
1, 15
1, 16
1, 8
1, 9
1, 14
1, 10
1, 10
1, 9
1, 10
1, 6
1, 6
1, 10
1, 6
1, 8
1, 7
1, 7
1, 8
1, 7
1, 10
1, 8
1, 10
1, 10
1, 9
1, 7
1, 8
1, 6
1, 12
1, 11
1, 6
1, 11
1, 6
1, 6
1, 6
1, 9
1, 8
1, 7
1, 8
1, 11
1, 7
1, 9
1, 12
1, 7
1, 8
1, 8
1, 12
1, 9
1, 13
1, 6
1, 5
1, 12
1, 13
1, 8
1, 6
1, 7
1, 353
2, 14
